卡BIN,银行名称,卡种
623038,东莞农村商业银行,0
623039,台州银行,0
623036,福建省农村信用社联合社,0
623037,漯河银行,0
955992009,农业银行,0
623035,深圳农村商业银行,0
412962,平安银行,0
623032,龙江银行,0
955986163,农业银行,0
412963,平安银行,0
623589755,深圳宝安融兴村镇银行,0
623033,武汉农村商业银行,0
628261,锦州银行,1
622957,永亨银行,0
62335203,State bank,0
6233780,Open Joint-stock Company,0
622958,永亨银行,0
622952,上海商业银行,0
6233781,Open Joint-stock Company,0
622955,盛京银行,0
621624,OJSCBASIAALLIANCEBANK,0
62335202,State bank,0
622954,可汗银行,0
62335201,State bank,0
622951,恒生银行,0
622345,成都农村商业银行股份有限公司,0
622342,攀枝花市商业银行,0
621010,平凉市商业银行,0
622341,江阴农村商业银行,0
63535910146,农业银行,2
63535910145,农业银行,2
63535910142,农业银行,2
63535910141,农业银行,2
535911079,农业银行,2
63535910143,农业银行,2
535911077,农业银行,2
535911075,农业银行,2
63535910140,农业银行,2
535911076,农业银行,2
535911074,农业银行,2
622337,连云港市商业银行,0
955950013,农业银行,0
621005,上海银行,0
622336,包商银行,0
955950010,农业银行,0
622339,鄞州农村合作银行,0
621008,新疆维吾尔自治区农村信用社联合,0
955950011,农业银行,0
623668,建设银行,0
622338,焦作市商业银行,0
955962005,农业银行,0
622332,张家港农村商业银行,0
622335,南宁市商业银行,0
621004,东营银行,0
955962009,农业银行,0
955962008,农业银行,0
622331,天津市商业银行,0
623660,中原银行,0
535911062,农业银行,2
535911060,农业银行,2
535911061,农业银行,2
955951350,农业银行,0
622329,天津农村商业银行,0
622325,汉口银行,0
622328,东莞农村商业银行,0
955978241,农业银行,0
955978240,农业银行,0
63491026145,农业银行,2
63491026146,农业银行,2
6221514030,邮储银行,0
491022062,农业银行,2
63491026140,农业银行,2
63491026141,农业银行,2
63491026142,农业银行,2
63491026143,农业银行,2
491022061,农业银行,2
491022060,农业银行,2
51847631,中国银行,2
62215155,邮储银行,0
544033482,建设银行,2
544033481,建设银行,2
544033480,建设银行,2
51847635,中国银行,2
63491026139,农业银行,2
544033484,建设银行,2
544033483,建设银行,2
491022076,农业银行,2
526410,建设银行,0
491022075,农业银行,2
491022074,农业银行,2
63535913163,农业银行,2
63535913162,农业银行,2
63535913161,农业银行,2
491022079,农业银行,2
63535913160,农业银行,2
421349,建设银行,0
491022077,农业银行,2
544033479,建设银行,2
544033478,建设银行,2
62215165,邮储银行,0
544033477,建设银行,2
544033476,建设银行,2
409671,中国银行,1
409670,中国银行,1
6222004100,工商银行,0
544033475,建设银行,2
6221514050,邮储银行,0
409672,中国银行,1
63491026162,农业银行,2
955991241,农业银行,0
63491026163,农业银行,2
955991240,农业银行,0
63491026160,农业银行,2
63491026161,农业银行,2
409668,中国银行,1
409667,中国银行,1
409666,中国银行,1
409665,中国银行,1
4580715496,工商银行,1
409669,中国银行,1
625363,建设银行,1
625362,建设银行,1
535912118,农业银行,2
625361,平安银行,1
621659001,永清吉银村镇银行,0
535912117,农业银行,2
625360,平安银行,1
535912116,农业银行,2
491020075,农业银行,2
622150393,邮储银行,0
491020076,农业银行,2
62360636,滦县中成村镇银行,0
62360638,宣化中成村镇银行,0
62360633,曲阳中成村镇银行,0
62360632,望都中成村镇银行,0
62360635,安国中成村镇银行,0
62360634,定州中成村镇银行,0
62360631,高碑店中成村镇银行,0
62360630,涿州中成村镇银行,0
955998015,农业银行,0
63491029011,农业银行,2
955998013,农业银行,0
955998010,农业银行,0
524864,中国银行,2
63491029013,农业银行,2
955998011,农业银行,0
9551003914,邮储银行,0
9551003913,邮储银行,0
9551003916,邮储银行,0
63491029010,农业银行,2
9551003915,邮储银行,0
955959327,农业银行,0
9551003918,邮储银行,0
955959326,农业银行,0
9551003917,邮储银行,0
955981240,农业银行,0
955981241,农业银行,0
404157,中信银行,1
955960326,农业银行,0
404158,中信银行,1
404159,中信银行,1
955960327,农业银行,0
519498,上海银行,1
955998081,农业银行,0
404172,中信银行,1
955998082,农业银行,0
404173,中信银行,1
955999350,农业银行,0
491021327,农业银行,2
524865,中国银行,2
63491029009,农业银行,2
63491029008,农业银行,2
955998027,农业银行,0
63491029005,农业银行,2
955998028,农业银行,0
491021382,农业银行,2
955998025,农业银行,0
955998026,农业银行,0
955958009,农业银行,0
62357001,襄汾万都村镇银行,0
955958008,农业银行,0
955958005,农业银行,0
955998029,农业银行,0
955998030,农业银行,0
955998031,农业银行,0
955998038,农业银行,0
491021350,农业银行,2
955998036,农业银行,0
955998037,农业银行,0
955998034,农业银行,0
532458,建设银行,1
955998035,农业银行,0
955998032,农业银行,0
955998033,农业银行,0
3037753,光大银行,0
3037751,光大银行,0
3037752,光大银行,0
9551003910,邮储银行,0
9551003912,邮储银行,0
9551003911,邮储银行,0
621689002,融水柳银村镇银行,0
621689003,兴业柳银村镇银行,0
535917160,农业银行,2
621689004,北流柳银村镇银行,0
621689005,陆川柳银村镇银行,0
535917162,农业银行,2
621689006,博白柳银村镇银行,0
535917161,农业银行,2
621689007,从化柳银村镇银行,0
535917163,农业银行,2
491020005,农业银行,2
955999382,农业银行,0
63535915139,农业银行,2
491020008,农业银行,2
491020009,农业银行,2
621689001,柳江柳银村镇银行,0
62360608,峨嵋山中成村镇银行,0
62360607,犍为中成村镇银行,0
62360609,南充嘉陵中成村镇银行,0
62360604,筠连中成村镇银行,0
62360603,建湖中成村镇银行,0
62360606,南部县中成村镇银行,0
62360605,长宁中成村镇银行,0
491020013,农业银行,2
955998061,农业银行,0
62360602,常州新北中成村镇银行,0
955998062,农业银行,0
62360601,青岛胶州中成村镇银行,0
955998060,农业银行,0
63535915146,农业银行,2
955968240,农业银行,0
63535915145,农业银行,2
955968241,农业银行,0
955989161,农业银行,0
63535915143,农业银行,2
955989160,农业银行,0
63535915142,农业银行,2
955989163,农业银行,0
491020011,农业银行,2
63535915141,农业银行,2
955989162,农业银行,0
63535915140,农业银行,2
491020010,农业银行,2
53242477,建设银行,2
53242478,建设银行,2
53242475,建设银行,2
53242476,建设银行,2
535917140,农业银行,2
62360615,昆明寻甸中成村镇银行,0
543159,光大银行,1
62360614,昆明禄劝中成村镇银行,0
535917142,农业银行,2
53242479,建设银行,2
62360617,泸水中成村镇银行,0
535917141,农业银行,2
62360616,玉溪澄江中成村镇银行,0
955998074,农业银行,0
62360611,大理古城中成村镇银行,0
955998075,农业银行,0
535917143,农业银行,2
62360610,昆明石林中成村镇银行,0
535917146,农业银行,2
62360613,昆明东川中成村镇银行,0
535917145,农业银行,2
62360612,昆明马金铺中成村镇银行,0
955998079,农业银行,0
955998076,农业银行,0
955998077,农业银行,0
53242480,建设银行,2
53242481,建设银行,2
955990116,农业银行,0
53242484,建设银行,2
955990115,农业银行,0
955990114,农业银行,0
53242482,建设银行,2
955990113,农业银行,0
53242483,建设银行,2
955956240,农业银行,0
955977160,农业银行,0
62360629,扬州广陵中成村镇银行,0
955990118,农业银行,0
955956241,农业银行,0
955990117,农业银行,0
548838,上海银行,1
955977163,农业银行,0
62360626,南靖中成村镇银行,0
62360625,惠安中成村镇银行,0
955977161,农业银行,0
62360628,浦城中成村镇银行,0
955977162,农业银行,0
62360627,上杭中成村镇银行,0
955989145,农业银行,0
62360622,奎文中成村镇银行,0
62360621,莱芜中成村镇银行,0
62360624,衮州中成村镇银行,0
955989146,农业银行,0
62360623,无棣中成村镇银行,0
404171,中信银行,1
62360620,东营河口中成村镇银行,0
404174,中信银行,1
955998080,农业银行,0
491021326,农业银行,2
63535915163,农业银行,2
955989141,农业银行,0
63535915162,农业银行,2
955989140,农业银行,0
63535915161,农业银行,2
955989143,农业银行,0
63535915160,农业银行,2
955989142,农业银行,0
548844,广发银行,1
622443,昆山农信社,0
955958079,农业银行,0
4518045496,工商银行,1
955958076,农业银行,0
955958077,农业银行,0
955958074,农业银行,0
955958075,农业银行,0
622441,三门峡银行,0
622440,吉林银行,0
955100393,邮储银行,0
63491021013,农业银行,2
63491021011,农业银行,2
518212,中信银行,1
955950115,农业银行,0
955950116,农业银行,0
955950113,农业银行,0
955950114,农业银行,0
63491021010,农业银行,2
955950117,农业银行,0
621241001,江苏沭阳东吴村镇银行,0
955950118,农业银行,0
955996350,农业银行,0
622439,广州农村商业银行股份有限公司,0
955972382,农业银行,0
621275251,浦发银行,0
63491021008,农业银行,2
63491021009,农业银行,2
63535918160,农业银行,2
955984350,农业银行,0
63535918162,农业银行,2
63535918161,农业银行,2
63535918163,农业银行,2
535917139,农业银行,2
63491021005,农业银行,2
622429,宁夏银行,0
621275241,浦发银行,0
622425,哈尔滨银行,0
622427,台州银行,0
622426,天津市商业银行,1
622421,郑州银行股份有限公司,0
955983013,农业银行,0
622420,洛阳银行,0
955983010,农业银行,0
955983011,农业银行,0
622422,江苏银行,0
955959382,农业银行,0
535914074,农业银行,2
535914075,农业银行,2
535914076,农业银行,2
535914077,农业银行,2
535914079,农业银行,2
622418,南通商业银行,0
621275231,浦发银行,0
9551003979,邮储银行,0
621350943,会宁会师村镇银行,0
622413,鞍山银行,0
622416,兰州银行,1
622415,丹东银行股份有限公司,0
9551003994,邮储银行,0
9551003993,邮储银行,0
9551003996,邮储银行,0
622412,湖北农信社,0
9551003995,邮储银行,0
622411,威海商业银行,0
9551003998,邮储银行,0
9551003997,邮储银行,0
955958061,农业银行,0
9551003999,邮储银行,0
955958062,农业银行,0
955983009,农业银行,0
955958060,农业银行,0
955960382,农业银行,0
535917113,农业银行,2
955983008,农业银行,0
486861,兴业银行,1
9551003990,邮储银行,0
955983005,农业银行,0
535917115,农业银行,2
535917114,农业银行,2
9551003992,邮储银行,0
535917117,农业银行,2
9551003991,邮储银行,0
535917116,农业银行,2
535917118,农业银行,2
955996382,农业银行,0
63491022350,农业银行,2
491029241,农业银行,2
955972350,农业银行,0
621275221,浦发银行,0
491029240,农业银行,2
404121,农业银行,1
622400,营口银行股份有限公司,0
535915382,农业银行,2
955995061,农业银行,0
955984327,农业银行,0
955995060,农业银行,0
955984326,农业银行,0
955960350,农业银行,0
404120,农业银行,1
63535918139,农业银行,2
955971011,农业银行,0
955971010,农业银行,0
955995062,农业银行,0
9551003958,邮储银行,0
404118,农业银行,1
9551003957,邮储银行,0
404119,农业银行,1
621275211,浦发银行,0
9551003959,邮储银行,0
3037655,光大银行,0
3037652,光大银行,0
622840007,农业银行,0
3037653,光大银行,0
3037650,光大银行,0
955971013,农业银行,0
3037651,光大银行,0
9551003972,邮储银行,0
9551003971,邮储银行,0
9551003974,邮储银行,0
9551003973,邮储银行,0
9551003976,邮储银行,0
9551003975,邮储银行,0
535914060,农业银行,2
9551003978,邮储银行,0
535914061,农业银行,2
9551003977,邮储银行,0
404117,农业银行,1
535914062,农业银行,2
9551003970,邮储银行,0
955995077,农业银行,0
955995079,农业银行,0
955995074,农业银行,0
3037649,光大银行,0
621275201,浦发银行,0
955995076,农业银行,0
3037647,光大银行,0
955995075,农业银行,0
3037648,光大银行,0
955971009,农业银行,0
3037645,光大银行,0
955971008,农业银行,0
3037646,光大银行,0
955998108,农业银行,0
955971005,农业银行,0
955998109,农业银行,0
955998106,农业银行,0
955998107,农业银行,0
370286,招商银行,1
955958013,农业银行,0
370287,招商银行,1
9551003941,邮储银行,0
955958010,农业银行,0
9551003940,邮储银行,0
955958011,农业银行,0
370289,招商银行,1
9551003943,邮储银行,0
9551003942,邮储银行,0
9551003945,邮储银行,0
9551003944,邮储银行,0
370285,招商银行,1
63491022326,农业银行,2
63491022327,农业银行,2
955998115,农业银行,0
955998116,农业银行,0
955998113,农业银行,0
955998114,农业银行,0
955998111,农业银行,0
955972326,农业银行,0
955998112,农业银行,0
955972327,农业银行,0
955998110,农业银行,0
491026162,农业银行,2
491026161,农业银行,2
491026163,农业银行,2
955998119,农业银行,0
491026160,农业银行,2
955998117,农业银行,0
955998118,农业银行,0
9551003950,邮储银行,0
9551003952,邮储银行,0
9551003951,邮储银行,0
9551003954,邮储银行,0
9551003953,邮储银行,0
955959350,农业银行,0
9551003956,邮储银行,0
63535918140,农业银行,2
9551003955,邮储银行,0
63535918142,农业银行,2
63535918141,农业银行,2
63535918143,农业银行,2
63535918146,农业银行,2
521899,交通银行,1
63535918145,农业银行,2
9551003947,邮储银行,0
9551003946,邮储银行,0
9551003949,邮储银行,0
9551003948,邮储银行,0
955986146,农业银行,0
955986145,农业银行,0
955986143,农业银行,0
955974160,农业银行,0
955986142,农业银行,0
955974161,农业银行,0
955986141,农业银行,0
535914010,农业银行,2
535914011,农业银行,2
535914013,农业银行,2
955993240,农业银行,0
955993241,农业银行,0
491026143,农业银行,2
491026146,农业银行,2
491026145,农业银行,2
955974162,农业银行,0
491026140,农业银行,2
955986140,农业银行,0
955974163,农业银行,0
491026142,农业银行,2
491026141,农业银行,2
6221505840,邮储银行,0
63535913327,农业银行,2
535915350,农业银行,2
63491024116,农业银行,2
63535913326,农业银行,2
63491024115,农业银行,2
621346001,深圳龙岗鼎业村镇银行,0
63491024114,农业银行,2
621346002,方大村镇银行,0
63491024113,农业银行,2
63491024118,农业银行,2
955986139,农业银行,0
63491024117,农业银行,2
524070,兴业银行,1
63535912008,农业银行,2
63535912009,农业银行,2
63535912005,农业银行,2
63491024146,农业银行,2
62218830,邮储银行,0
62218831,邮储银行,0
63491024141,农业银行,2
535915326,农业银行,2
63491024140,农业银行,2
535915327,农业银行,2
62218829,邮储银行,0
63491024145,农业银行,2
63491024143,农业银行,2
63491024142,农业银行,2
955974140,农业银行,0
955974141,农业银行,0
955974142,农业银行,0
955974143,农业银行,0
625529,宁夏银行,1
955974145,农业银行,0
955974146,农业银行,0
625526,北京农商行,1
955986115,农业银行,0
622498,河北银行股份有限公司,0
62218840,邮储银行,0
955986114,农业银行,0
955986113,农业银行,0
622499,河北银行股份有限公司,0
955962162,农业银行,0
955962161,农业银行,0
955962163,农业银行,0
63535912013,农业银行,2
955986118,农业银行,0
63535912011,农业银行,2
955986117,农业银行,0
63491024139,农业银行,2
955986116,农业银行,0
535914005,农业银行,2
63535912010,农业银行,2
535914007,农业银行,2
491026139,农业银行,2
955974139,农业银行,0
535914008,农业银行,2
535914009,农业银行,2
955962160,农业银行,0
621278333,通城惠民村镇银行,0
625519,湖南省农村信用联合社,1
955983079,农业银行,0
622486,绍兴银行股份有限公司,0
955983076,农业银行,0
955962139,农业银行,0
621275291,浦发银行,0
955983077,农业银行,0
9400301,常熟农村商业银行,0
955983074,农业银行,0
62311703,尉氏合益村镇银行,0
955983075,农业银行,0
62311702,开封新东方村镇银行,0
622485,无锡市商业银行,0
62311701,长葛轩辕村镇银行,0
425862,光大银行,1
621265001,萍乡湘东黄海村镇银行,0
63535910241,农业银行,2
63535910240,农业银行,2
491023079,农业银行,2
491023074,农业银行,2
491023075,农业银行,2
491023076,农业银行,2
63491022382,农业银行,2
491023077,农业银行,2
625506,湖南农信,1
622476,乌鲁木齐市商业银行,1
622475,龙江银行股份有限公司,0
622477,广东省农村信用社联合社,0
625500,上海农商银行贷记卡,2
955983061,农业银行,0
955983062,农业银行,0
955962140,农业银行,0
955962142,农业银行,0
622470,广东省农村信用社联合社,0
955962141,农业银行,0
491026118,农业银行,2
955962143,农业银行,0
955962146,农业银行,0
955962145,农业银行,0
491026115,农业银行,2
955974115,农业银行,0
491026114,农业银行,2
955974116,农业银行,0
491026117,农业银行,2
955974117,农业银行,0
491026116,农业银行,2
955974118,农业银行,0
491026113,农业银行,2
955950162,农业银行,0
955950163,农业银行,0
955983060,农业银行,0
955950160,农业银行,0
955950161,农业银行,0
955996326,农业银行,0
622469,云南省农村信用社,1
955996327,农业银行,0
622468,上海银行,0
955974113,农业银行,0
955974114,农业银行,0
955962115,农业银行,0
622465,晋商银行,0
955962114,农业银行,0
955962117,农业银行,0
622467,广州银行股份有限公司,0
955962116,农业银行,0
955962118,农业银行,0
955984382,农业银行,0
622462,常熟市农村商业银行,1
63491021079,农业银行,2
63491021077,农业银行,2
955962113,农业银行,0
955971077,农业银行,0
955971076,农业银行,0
955971075,农业银行,0
63491021075,农业银行,2
955971074,农业银行,0
63491021076,农业银行,2
955950139,农业银行,0
63491021074,农业银行,2
955995009,农业银行,0
955995008,农业银行,0
491024382,农业银行,2
955995005,农业银行,0
621275271,浦发银行,0
622146,青岛银行,0
622148,上海银行,1
622147,内蒙古银行,0
621275191,浦发银行,0
622141,泰隆城市信用社,0
955984062,农业银行,0
622143,乌鲁木齐市商业银行,0
6229756114,青岛即墨京都村镇银行,0
622140,廊坊银行,0
628290,招商银行,1
628291,绍兴银行,1
955975117,农业银行,0
628293,柳州银行,1
955975116,农业银行,0
628295,包商银行,1
955975118,农业银行,0
628296,平安银行,1
628297,四川省农村信用社联合社,1
628299,大连银行,1
955951142,农业银行,0
955984061,农业银行,0
955951141,农业银行,0
955984060,农业银行,0
955951140,农业银行,0
955951146,农业银行,0
955975113,农业银行,0
622139,兰州银行股份有限公司,0
955951145,农业银行,0
955975115,农业银行,0
955951143,农业银行,0
955975114,农业银行,0
955963139,农业银行,0
622135,成都商业银行,0
622134,重庆银行,0
621275181,浦发银行,0
622136,西安银行股份有限公司,0
622131,江苏银行,0
622133,贵阳银行股份有限公司,0
955985382,农业银行,0
622132,嘉兴银行,0
436742193,建设银行,0
955994241,农业银行,0
955994240,农业银行,0
955966062,农业银行,0
621326979,南昌昌东九银村镇银行,0
63491021326,农业银行,2
955982013,农业银行,0
491027163,农业银行,2
621417,宁夏银行,0
491027162,农业银行,2
621416,上饶银行,0
621419,青岛银行,0
621418,宁波银行,0
621413,张家口市商业银行,0
621412,柳州银行股份有限公司,0
491027161,农业银行,2
955957079,农业银行,0
621415,昆明商业银行,0
491027160,农业银行,2
955997139,农业银行,0
622740,浙江民泰商业银行,1
621326949,日照九银村镇银行,0
544887,建设银行,1
955982008,农业银行,0
955982009,农业银行,0
955997140,农业银行,0
955982005,农业银行,0
535915005,农业银行,2
535915007,农业银行,2
621399010,民生银行,0
535915008,农业银行,2
955997145,农业银行,0
621399011,民生银行,0
491027139,农业银行,2
535915009,农业银行,2
955971350,农业银行,0
955997146,农业银行,0
621399012,民生银行,0
63491021350,农业银行,2
955997143,农业银行,0
621399013,民生银行,0
62359354,唐山市丰南舜丰村镇银行,0
621399014,民生银行,0
955997141,农业银行,0
621399015,民生银行,0
955997142,农业银行,0
621399016,民生银行,0
621399017,民生银行,0
621399018,民生银行,0
621399019,民生银行,0
621403,莱商银行,0
955958382,农业银行,0
623502001,浙江缙云杭银村镇银行,0
955970009,农业银行,0
621326959,贵溪九银村镇银行股份有限公司,0
63491020011,农业银行,2
535915010,农业银行,2
63491020010,农业银行,2
955983326,农业银行,0
535915011,农业银行,2
63491020013,农业银行,2
955983327,农业银行,0
535915013,农业银行,2
523959,华夏银行,1
403361,农业银行,1
955970011,农业银行,0
621399020,民生银行,0
955970010,农业银行,0
621399021,民生银行,0
621399022,民生银行,0
621399023,民生银行,0
491027145,农业银行,2
621399024,民生银行,0
621399025,民生银行,0
621399026,民生银行,0
491027146,农业银行,2
621399027,民生银行,0
491027141,农业银行,2
621399028,民生银行,0
491027140,农业银行,2
491027143,农业银行,2
491027142,农业银行,2
622722,上海农商银行贷记卡,1
955970013,农业银行,0
623258,民生银行,0
376966,中信银行,1
623259,广发银行,0
623256,四川省农村信用社联合社,0
623255,民生银行,0
623252,宁波银行,0
623250,浦发银行,0
623251,建设银行,0
63535911013,农业银行,2
376969,中信银行,1
63535911010,农业银行,2
376968,中信银行,1
63535911011,农业银行,2
491027116,农业银行,2
491027115,农业银行,2
491027118,农业银行,2
491027117,农业银行,2
491027114,农业银行,2
491027113,农业银行,2
990027,汉口银行,0
9111,广发银行,0
955985163,农业银行,0
955985162,农业银行,0
955971079,农业银行,0
356829,上海银行,1
356828,上海银行,1
356827,上海银行,1
622450,金华银行股份有限公司,1
622452,江苏农信社,0
63491021060,农业银行,2
63491021061,农业银行,2
955995011,农业银行,0
955950146,农业银行,0
955995013,农业银行,0
955971062,农业银行,0
63491021062,农业银行,2
955971061,农业银行,0
955995010,农业银行,0
955971060,农业银行,0
524091,工商银行,1
955950140,农业银行,0
491023060,农业银行,2
955950141,农业银行,0
524090,光大银行,1
491023061,农业银行,2
491023062,农业银行,2
622447,江苏银行,0
955950145,农业银行,0
524094,建设银行,0
955950142,农业银行,0
622449,金华银行股份有限公司,0
955950143,农业银行,0
622448,广东南粤银行,0
621275261,浦发银行,0
955953060,农业银行,0
955953061,农业银行,0
955990009,农业银行,0
955953062,农业银行,0
955990008,农业银行,0
625902,江苏银行,1
955957118,农业银行,0
439227,招商银行,1
622902,兴业银行,1
439226,招商银行,1
622901,兴业银行,1
955957116,农业银行,0
955957117,农业银行,0
955957114,农业银行,0
955957115,农业银行,0
439225,招商银行,1
955957113,农业银行,0
955955382,农业银行,0
406366,广发银行,1
406365,广发银行,1
955979350,农业银行,0
63535916010,农业银行,2
535919327,农业银行,2
63535916011,农业银行,2
625171,农业银行,2
63535916013,农业银行,2
535919326,农业银行,2
63491028146,农业银行,2
63491028143,农业银行,2
63491028142,农业银行,2
63491028145,农业银行,2
63491028141,农业银行,2
63491028140,农业银行,2
955954061,农业银行,0
955954062,农业银行,0
955978010,农业银行,0
955978011,农业银行,0
625167,西安银行,1
955954060,农业银行,0
625166,苏州银行,1
625165,常熟农村商业银行,1
625163,郑州银行,1
625162,工商银行,1
625161,工商银行,1
535918007,农业银行,2
625160,工商银行,1
535918008,农业银行,2
63491028139,农业银行,2
535918005,农业银行,2
63535916005,农业银行,2
535918009,农业银行,2
63535916008,农业银行,2
955980327,农业银行,0
63535916009,农业银行,2
955978013,农业银行,0
625953,上海银行,1
621598,建设银行,0
625952,哈尔滨银行,1
625950,包商银行,1
621592,江西农信联合社,0
955961240,农业银行,0
621590,贵州省农村信用社联合社,0
955961241,农业银行,0
491027079,农业银行,2
63491020161,农业银行,2
63491020160,农业银行,2
63491020163,农业银行,2
63491020162,农业银行,2
491027075,农业银行,2
528020,平安银行,1
491027074,农业银行,2
491027077,农业银行,2
491027076,农业银行,2
621589,福建省农村信用社联合社,0
621588,龙江银行,0
625946,汉口银行,1
621585,河南省农村信用社联合社,0
621580,山西省农村信用社联合社,0
63535919011,农业银行,2
63535919010,农业银行,2
63535919013,农业银行,2
621578,江苏省农村信用社联合社,0
621577,哈尔滨银行,0
621579,江苏银行,0
955982163,农业银行,0
95598,农业银行,0
955982161,农业银行,0
463758,农业银行,1
95599,农业银行,0
955982162,农业银行,0
955982160,农业银行,0
95595,农业银行,0
95596,农业银行,0
95597,农业银行,0
552587,招商银行,1
491028382,农业银行,2
622897,南充市商业银行,0
621566,陕西省农村信用社联合社,0
621569,中国银行,0
621568,中国银行,0
622899,温州银行,1
621563,中国银行,0
621562,桂林银行,0
622893,贵州省农村信用社联合社,0
622892,上海银行,0
9896,重庆银行,0
621560,北京农村商业银行,0
622891,江南农村商业银行,0
531659,平安银行,1
625919,邮储银行,1
491027060,农业银行,2
625913,民生银行,1
491027062,农业银行,2
625912,民生银行,1
491027061,农业银行,2
625911,民生银行,1
622888,东莞商行,1
621557,黑龙江省农村信用社联合社,0
955982143,农业银行,0
955982141,农业银行,0
955982142,农业银行,0
622884,渤海银行,0
955982140,农业银行,0
622881,柳州银行股份有限公司,0
622880,柳州银行股份有限公司,0
955982145,农业银行,0
955982146,农业银行,0
623535001,湖北大冶泰隆村镇银行,0
955970163,农业银行,0
623535002,浙江庆元泰隆村镇银行,0
955970162,农业银行,0
955969161,农业银行,0
955970161,农业银行,0
955969160,农业银行,0
955970160,农业银行,0
955969163,农业银行,0
955997240,农业银行,0
955969162,农业银行,0
955997241,农业银行,0
625907,中国银行,2
625906,中国银行,2
622879,徽商银行,0
625905,中国银行,2
622876,江苏银行,0
625903,宁波银行,1
622878,杭州商业银行,0
625901,长沙银行股份有限公司,1
622877,徽商银行,0
63491020118,农业银行,2
63491020117,农业银行,2
520108,中信银行,1
622873,江苏银行,0
535916240,农业银行,2
622870,江苏长江商业银行,0
535916241,农业银行,2
955982139,农业银行,0
63491020114,农业银行,2
63491020113,农业银行,2
63491020116,农业银行,2
63491020115,农业银行,2
63491028077,农业银行,2
63491028076,农业银行,2
63491028079,农业银行,2
622869,太仓农村商业银行,0
622868,温州银行,1
621537,浙江省农村信用社联合社,0
63491028075,农业银行,2
63491028074,农业银行,2
621539,湖南省农村信用社联合社,0
622865,吉林银行,0
622864,莱芜银行,0
621533,内蒙古自治区农村信用联合社,0
622867,重庆农村商业银行股份有限公司,0
622866,徐州市商业银行,0
621530,四川省农村信用社联合社,0
622860,龙江银行,0
955957163,农业银行,0
621532,成都商业银行,0
621531,吉林农信联合社,0
955957161,农业银行,0
955957162,农业银行,0
955957160,农业银行,0
63491020143,农业银行,2
63491020142,农业银行,2
63491020145,农业银行,2
531693,建设银行,1
63491020146,农业银行,2
955969146,农业银行,0
63535919005,农业银行,2
63535919008,农业银行,2
955969143,农业银行,0
955970143,农业银行,0
955969142,农业银行,0
955970142,农业银行,0
955969145,农业银行,0
955970141,农业银行,0
63535919009,农业银行,2
955970140,农业银行,0
491027013,农业银行,2
63491020141,农业银行,2
955969141,农业银行,0
63491020140,农业银行,2
955969140,农业银行,0
622858,浙江省农村信用社联合社,0
622857,日照市商业银行,0
621526,安徽省农村信用社联合社,0
491027011,农业银行,2
621529,宁夏银行,0
491027010,农业银行,2
621528,重庆农村商业银行,0
622859,珠海农村商业银行,0
621523,湖北农信,0
955970146,农业银行,0
621522,广州农村商业银行,0
622853,北京银行,1
955970145,农业银行,0
622856,桂林市商业银行,0
621525,新疆农村信用社联合社,0
63491020139,农业银行,2
621521,山东省农村信用社联合社,0
622852,北京银行,1
621520,甘肃省农村信用社联合社,0
622851,北京银行,1
955982118,农业银行,0
955982116,农业银行,0
955982117,农业银行,0
955982114,农业银行,0
955982115,农业银行,0
955982113,农业银行,0
621519,湖南省农村信用社联合社,0
622847,农业银行,0
621516,成都农村商业银行,0
622846,农业银行,0
955970139,农业银行,0
621515,朝阳银行,0
622849,农业银行,0
491028350,农业银行,2
621518,广东省农村信用社联合社,0
622848,农业银行,0
622843,农业银行,0
528057,兴业银行,1
622845,农业银行,0
622844,农业银行,0
955988327,农业银行,0
63535911139,农业银行,2
955964350,农业银行,0
955988326,农业银行,0
491028327,农业银行,2
955991061,农业银行,0
955991060,农业银行,0
491028326,农业银行,2
955991062,农业银行,0
955975010,农业银行,0
955975011,农业银行,0
955975013,农业银行,0
63535911146,农业银行,2
491027009,农业银行,2
63535911145,农业银行,2
63535911142,农业银行,2
63535911143,农业银行,2
535913146,农业银行,2
63535911140,农业银行,2
491027005,农业银行,2
535913145,农业银行,2
63535911141,农业银行,2
491027008,农业银行,2
955975009,农业银行,0
535913143,农业银行,2
955975008,农业银行,0
955991076,农业银行,0
535913142,农业银行,2
955991075,农业银行,0
535913141,农业银行,2
955991074,农业银行,0
535913140,农业银行,2
955991079,农业银行,0
955952382,农业银行,0
955991077,农业银行,0
955975005,农业银行,0
955963008,农业银行,0
955963005,农业银行,0
955963009,农业银行,0
519961,上海银行,1
63491026326,农业银行,2
63491026327,农业银行,2
955976327,农业银行,0
955976326,农业银行,0
955994118,农业银行,0
955994117,农业银行,0
955952350,农业银行,0
955994114,农业银行,0
955994113,农业银行,0
955994116,农业银行,0
955994115,农业银行,0
955963010,农业银行,0
461982,兴业银行,1
955963011,农业银行,0
955963013,农业银行,0
63535911162,农业银行,2
63535911163,农业银行,2
63535911160,农业银行,2
63535911161,农业银行,2
535913163,农业银行,2
535913162,农业银行,2
535913161,农业银行,2
535913160,农业银行,2
625998,农业银行,1
625997,农业银行,1
625996,农业银行,1
63535919060,农业银行,2
625995,天津市商业银行,1
63535919062,农业银行,2
63535919061,农业银行,2
625993,浦发银行,1
535913118,农业银行,2
535913117,农业银行,2
